0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
"[0, 49, 15, 28, 45, 53, 0]","[0, 27, 6, 33, 62, 40, 61, 47, 0]","[0, 17, 0]","[0, 5, 12, 13, 20, 0]","[0, 44, 50, 34, 42, 0]","[0, 55, 0]","[0, 30, 59, 22, 18, 3, 0]","[0, 21, 63, 8, 0]","[0, 67, 66, 57, 19, 26, 31, 0]","[0, 54, 64, 32, 14, 0]","[0, 58, 29, 52, 4, 0]","[0, 39, 51, 0]","[0, 9, 37, 16, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
86.916,165.60000000000002,34.784,125.51599999999999,132.2,108.483,91.667,138.516,64.283,100.1,74.932,68.35,57.31700000000001,52.833,1301.497
"[0, 45, 53, 15, 28, 49, 0]","[0, 47, 62, 61, 40, 33, 27, 6, 0]","[0, 17, 0]","[0, 13, 20, 12, 5, 0]","[0, 42, 34, 50, 44, 0]","[0, 55, 0]","[0, 30, 22, 18, 3, 59, 0]","[0, 63, 21, 8, 0]","[0, 19, 66, 67, 26, 31, 57, 0]","[0, 32, 64, 14, 54, 0]","[0, 4, 52, 29, 58, 0]","[0, 39, 51, 0]","[0, 9, 37, 16, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.784,173.88300000000004,34.784,151.833,131.016,108.483,104.849,148.567,82.134,97.94999999999999,84.233,69.166,54.083,52.833,1379.598
"[0, 49, 45, 53, 15, 28, 0]","[0, 47, 62, 33, 6, 27, 40, 61, 0]","[0, 17, 0]","[0, 20, 13, 5, 12, 0]","[0, 44, 34, 50, 42, 0]","[0, 55, 0]","[0, 59, 30, 3, 18, 22, 0]","[0, 21, 63, 8, 0]","[0, 57, 26, 19, 31, 67, 66, 0]","[0, 32, 64, 54, 14, 0]","[0, 4, 29, 52, 58, 0]","[0, 51, 39, 0]","[0, 9, 16, 37, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
69.15,179.001,34.784,149.234,104.38300000000001,108.483,91.432,149.85000000000002,96.00200000000001,100.90100000000001,86.549,68.35,53.233000000000004,52.833,1344.1850000000002
"[0, 28, 45, 15, 53, 49, 0]","[0, 61, 40, 62, 6, 27, 47, 33, 0]","[0, 17, 0]","[0, 12, 20, 5, 13, 0]","[0, 34, 50, 42, 44, 0]","[0, 55, 0]","[0, 22, 18, 59, 3, 30, 0]","[0, 8, 63, 21, 0]","[0, 26, 67, 31, 66, 57, 19, 0]","[0, 14, 64, 32, 54, 0]","[0, 52, 29, 4, 58, 0]","[0, 39, 51, 0]","[0, 37, 16, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
69.88300000000001,176.35100000000003,34.784,149.333,129.54899999999998,108.483,92.383,141.38400000000001,71.93299999999999,97.94999999999999,80.55,69.166,54.88300000000001,52.183,1328.815
"[0, 45, 28, 15, 53, 49, 0]","[0, 47, 62, 61, 27, 6, 40, 33, 0]","[0, 17, 0]","[0, 12, 5, 13, 20, 0]","[0, 42, 50, 34, 44, 0]","[0, 55, 0]","[0, 18, 59, 3, 30, 22, 0]","[0, 8, 21, 63, 0]","[0, 31, 26, 19, 66, 67, 57, 0]","[0, 32, 64, 54, 14, 0]","[0, 58, 29, 4, 52, 0]","[0, 51, 39, 0]","[0, 37, 9, 16, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
68.2,142.49900000000002,34.784,151.833,136.61599999999999,108.483,100.65,150.666,79.333,94.11699999999999,81.967,69.166,54.083,52.833,1325.2300000000002
"[0, 15, 28, 45, 53, 49, 0]","[0, 33, 27, 47, 40, 6, 62, 61, 0]","[0, 17, 0]","[0, 20, 13, 5, 12, 0]","[0, 42, 50, 44, 34, 0]","[0, 55, 0]","[0, 22, 3, 59, 18, 30, 0]","[0, 21, 8, 63, 0]","[0, 57, 19, 66, 31, 26, 67, 0]","[0, 14, 32, 64, 54, 0]","[0, 52, 4, 58, 29, 0]","[0, 51, 39, 0]","[0, 9, 16, 37, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.551,131.783,34.784,152.44899999999998,102.60000000000001,108.483,99.249,150.666,77.949,92.884,85.584,69.166,58.384,52.833,1302.365
"[0, 53, 28, 15, 49, 45, 0]","[0, 33, 6, 47, 40, 61, 62, 27, 0]","[0, 17, 0]","[0, 13, 5, 20, 12, 0]","[0, 50, 34, 42, 44, 0]","[0, 55, 0]","[0, 3, 30, 59, 22, 18, 0]","[0, 21, 8, 63, 0]","[0, 67, 57, 66, 19, 31, 26, 0]","[0, 32, 54, 14, 64, 0]","[0, 4, 29, 58, 52, 0]","[0, 51, 39, 0]","[0, 16, 37, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
79.91600000000001,173.034,34.784,126.50099999999999,136.917,108.483,118.016,148.567,76.066,92.084,86.318,68.35,57.31700000000001,52.833,1359.186
"[0, 53, 15, 45, 28, 49, 0]","[0, 6, 33, 47, 27, 62, 40, 61, 0]","[0, 17, 0]","[0, 20, 13, 12, 5, 0]","[0, 42, 34, 44, 50, 0]","[0, 55, 0]","[0, 59, 18, 3, 22, 30, 0]","[0, 21, 63, 8, 0]","[0, 19, 66, 31, 57, 67, 26, 0]","[0, 64, 32, 54, 14, 0]","[0, 58, 52, 4, 29, 0]","[0, 39, 51, 0]","[0, 9, 37, 16, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.783,150.484,34.784,123.78399999999999,129.54899999999998,108.483,84.149,138.516,96.001,99.98400000000001,84.3,69.166,57.31700000000001,52.183,1314.4829999999997
"[0, 53, 45, 49, 15, 28, 0]","[0, 62, 47, 40, 61, 27, 33, 6, 0]","[0, 17, 0]","[0, 13, 12, 20, 5, 0]","[0, 42, 50, 34, 44, 0]","[0, 55, 0]","[0, 18, 22, 30, 59, 3, 0]","[0, 63, 21, 8, 0]","[0, 31, 66, 26, 67, 57, 19, 0]","[0, 14, 54, 64, 32, 0]","[0, 29, 52, 58, 4, 0]","[0, 51, 39, 0]","[0, 9, 37, 16, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
67.517,153.15,34.784,128.65,134.85,108.483,107.63299999999998,138.516,82.034,88.234,76.13400000000001,69.166,53.233000000000004,52.833,1295.2169999999999
"[0, 53, 49, 45, 15, 28, 0]","[0, 47, 33, 62, 40, 6, 61, 27, 0]","[0, 17, 0]","[0, 5, 20, 12, 13, 0]","[0, 50, 42, 34, 44, 0]","[0, 55, 0]","[0, 18, 59, 30, 3, 22, 0]","[0, 63, 21, 8, 0]","[0, 66, 26, 67, 19, 57, 31, 0]","[0, 64, 14, 32, 54, 0]","[0, 58, 29, 52, 4, 0]","[0, 51, 39, 0]","[0, 37, 16, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
68.8,136.066,34.784,149.234,104.567,108.483,117.61699999999999,150.666,76.04999999999998,87.717,84.61599999999999,68.35,57.31700000000001,52.833,1297.1
"[0, 53, 49, 15, 28, 45, 0]","[0, 62, 61, 40, 6, 47, 27, 33, 0]","[0, 17, 0]","[0, 12, 20, 5, 13, 0]","[0, 34, 50, 44, 42, 0]","[0, 55, 0]","[0, 30, 22, 59, 18, 3, 0]","[0, 21, 8, 63, 0]","[0, 67, 26, 19, 66, 31, 57, 0]","[0, 54, 32, 14, 64, 0]","[0, 29, 4, 52, 58, 0]","[0, 39, 51, 0]","[0, 9, 37, 16, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
69.15,153.851,34.784,121.999,136.59900000000002,108.483,117.71600000000001,148.567,71.667,94.11699999999999,90.63399999999999,69.166,53.233000000000004,52.183,1322.149
"[0, 28, 45, 15, 53, 49, 0]","[0, 47, 40, 6, 27, 61, 33, 62, 0]","[0, 17, 0]","[0, 5, 13, 20, 12, 0]","[0, 44, 34, 42, 50, 0]","[0, 55, 0]","[0, 22, 59, 18, 3, 30, 0]","[0, 21, 63, 8, 0]","[0, 66, 19, 26, 31, 57, 67, 0]","[0, 14, 32, 64, 54, 0]","[0, 29, 4, 58, 52, 0]","[0, 51, 39, 0]","[0, 37, 16, 9, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
76.65,171.334,34.784,149.216,136.61599999999999,108.483,93.066,148.567,82.33500000000001,87.351,86.967,68.35,53.233000000000004,52.183,1349.135
"[0, 45, 49, 53, 28, 15, 0]","[0, 61, 40, 33, 6, 62, 27, 47, 0]","[0, 17, 0]","[0, 13, 20, 5, 12, 0]","[0, 42, 50, 44, 34, 0]","[0, 55, 0]","[0, 3, 59, 18, 22, 30, 0]","[0, 21, 63, 8, 0]","[0, 57, 19, 66, 26, 67, 31, 0]","[0, 32, 14, 54, 64, 0]","[0, 58, 52, 29, 4, 0]","[0, 39, 51, 0]","[0, 37, 16, 9, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
83.43299999999999,179.102,34.784,149.234,101.917,108.483,103.84899999999999,149.85000000000002,68.9,87.78399999999999,84.61599999999999,68.35,54.88300000000001,52.833,1328.0179999999998
"[0, 15, 28, 49, 45, 53, 0]","[0, 47, 33, 61, 27, 6, 40, 62, 0]","[0, 17, 0]","[0, 12, 20, 5, 13, 0]","[0, 50, 34, 44, 42, 0]","[0, 55, 0]","[0, 3, 22, 18, 30, 59, 0]","[0, 8, 63, 21, 0]","[0, 31, 66, 19, 67, 26, 57, 0]","[0, 64, 32, 14, 54, 0]","[0, 29, 4, 52, 58, 0]","[0, 39, 51, 0]","[0, 37, 9, 16, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
71.18400000000001,178.63400000000001,34.784,123.78399999999999,101.917,108.483,90.78299999999999,148.567,82.23299999999999,94.434,90.63399999999999,69.166,57.31700000000001,52.183,1304.103
"[0, 15, 45, 53, 49, 28, 0]","[0, 33, 40, 62, 6, 27, 61, 47, 0]","[0, 17, 0]","[0, 13, 12, 20, 5, 0]","[0, 50, 34, 44, 42, 0]","[0, 55, 0]","[0, 18, 30, 59, 3, 22, 0]","[0, 21, 63, 8, 0]","[0, 31, 19, 26, 57, 67, 66, 0]","[0, 32, 14, 64, 54, 0]","[0, 29, 4, 58, 52, 0]","[0, 51, 39, 0]","[0, 9, 37, 16, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
73.38300000000001,142.6,34.784,128.65,132.2,108.483,96.2,149.85000000000002,88.468,87.15,86.967,69.166,57.31700000000001,52.183,1307.401
"[0, 28, 53, 49, 15, 45, 0]","[0, 40, 47, 27, 33, 62, 61, 6, 0]","[0, 17, 0]","[0, 5, 20, 12, 13, 0]","[0, 42, 34, 50, 44, 0]","[0, 55, 0]","[0, 18, 3, 59, 22, 30, 0]","[0, 8, 63, 21, 0]","[0, 19, 57, 26, 67, 31, 66, 0]","[0, 54, 14, 32, 64, 0]","[0, 58, 52, 29, 4, 0]","[0, 51, 39, 0]","[0, 9, 37, 16, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
71.184,154.30100000000002,34.784,149.216,134.85,108.483,116.816,150.666,80.85000000000001,99.65099999999998,81.551,68.35,53.233000000000004,52.833,1356.7679999999998
"[0, 49, 53, 45, 28, 15, 0]","[0, 61, 40, 47, 33, 6, 27, 62, 0]","[0, 17, 0]","[0, 13, 20, 5, 12, 0]","[0, 50, 42, 34, 44, 0]","[0, 55, 0]","[0, 3, 22, 59, 18, 30, 0]","[0, 21, 8, 63, 0]","[0, 19, 26, 57, 67, 66, 31, 0]","[0, 32, 54, 64, 14, 0]","[0, 29, 58, 52, 4, 0]","[0, 39, 51, 0]","[0, 37, 16, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.666,171.317,34.784,121.75,101.917,108.483,113.666,150.666,94.58500000000001,100.90100000000001,80.55,68.35,56.465999999999994,52.183,1341.2839999999997
"[0, 28, 45, 49, 15, 53, 0]","[0, 40, 62, 27, 47, 6, 33, 61, 0]","[0, 17, 0]","[0, 5, 13, 12, 20, 0]","[0, 50, 34, 44, 42, 0]","[0, 55, 0]","[0, 22, 59, 18, 30, 3, 0]","[0, 21, 8, 63, 0]","[0, 66, 26, 67, 31, 19, 57, 0]","[0, 14, 64, 32, 54, 0]","[0, 58, 29, 4, 52, 0]","[0, 39, 51, 0]","[0, 16, 9, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
70.517,193.601,34.784,154.5,106.61700000000002,108.483,91.432,138.516,70.2,94.251,86.549,69.166,53.233000000000004,52.183,1324.032
"[0, 28, 45, 15, 49, 53, 0]","[0, 47, 33, 61, 62, 6, 27, 40, 0]","[0, 17, 0]","[0, 12, 13, 5, 20, 0]","[0, 44, 42, 34, 50, 0]","[0, 55, 0]","[0, 22, 18, 59, 3, 30, 0]","[0, 63, 21, 8, 0]","[0, 19, 67, 66, 26, 31, 57, 0]","[0, 54, 64, 32, 14, 0]","[0, 52, 29, 4, 58, 0]","[0, 51, 39, 0]","[0, 37, 16, 9, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
77.41700000000002,151.883,34.784,122.96700000000001,102.60000000000001,108.483,91.683,141.38400000000001,70.016,94.434,86.318,69.166,54.083,52.833,1258.0510000000002
"[0, 28, 45, 49, 53, 15, 0]","[0, 47, 40, 27, 61, 6, 62, 33, 0]","[0, 17, 0]","[0, 5, 20, 13, 12, 0]","[0, 50, 34, 42, 44, 0]","[0, 55, 0]","[0, 22, 18, 3, 59, 30, 0]","[0, 8, 21, 63, 0]","[0, 26, 57, 31, 19, 67, 66, 0]","[0, 32, 14, 64, 54, 0]","[0, 58, 52, 4, 29, 0]","[0, 51, 39, 0]","[0, 9, 16, 37, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
77.13300000000001,159.46699999999998,34.784,126.084,134.85,108.483,88.065,149.85000000000002,65.334,95.017,81.54999999999998,69.166,56.465999999999994,52.833,1299.0819999999999
"[0, 45, 28, 49, 53, 15, 0]","[0, 62, 33, 6, 40, 27, 61, 47, 0]","[0, 17, 0]","[0, 12, 13, 20, 5, 0]","[0, 34, 44, 50, 42, 0]","[0, 55, 0]","[0, 59, 3, 30, 18, 22, 0]","[0, 8, 63, 21, 0]","[0, 26, 31, 57, 67, 66, 19, 0]","[0, 54, 64, 14, 32, 0]","[0, 52, 4, 29, 58, 0]","[0, 51, 39, 0]","[0, 16, 9, 37, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.38199999999999,168.567,34.784,128.65,102.60000000000001,108.483,106.66599999999998,149.85000000000002,81.08400000000002,87.717,90.63399999999999,69.166,56.465999999999994,52.833,1322.882
"[0, 45, 28, 49, 15, 53, 0]","[0, 6, 62, 40, 27, 33, 47, 61, 0]","[0, 17, 0]","[0, 5, 20, 12, 13, 0]","[0, 50, 34, 42, 44, 0]","[0, 55, 0]","[0, 30, 3, 22, 18, 59, 0]","[0, 8, 63, 21, 0]","[0, 19, 57, 26, 66, 67, 31, 0]","[0, 54, 32, 14, 64, 0]","[0, 29, 4, 58, 52, 0]","[0, 51, 39, 0]","[0, 16, 9, 37, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
79.48299999999999,153.084,34.784,149.216,108.8,108.483,104.749,141.38400000000001,82.232,94.251,85.85,69.166,58.384,52.183,1322.0489999999998
"[0, 49, 15, 28, 45, 53, 0]","[0, 40, 62, 6, 61, 47, 27, 33, 0]","[0, 17, 0]","[0, 13, 20, 5, 12, 0]","[0, 50, 42, 44, 34, 0]","[0, 55, 0]","[0, 22, 18, 3, 30, 59, 0]","[0, 8, 21, 63, 0]","[0, 31, 67, 19, 26, 57, 66, 0]","[0, 54, 64, 32, 14, 0]","[0, 4, 58, 52, 29, 0]","[0, 51, 39, 0]","[0, 16, 37, 9, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
77.13300000000001,168.05,34.784,154.5,104.667,108.483,105.61600000000001,150.666,83.733,88.234,81.54999999999998,68.35,54.083,52.183,1332.0319999999997
"[0, 45, 28, 49, 53, 15, 0]","[0, 6, 33, 40, 47, 62, 27, 61, 0]","[0, 17, 0]","[0, 12, 13, 5, 20, 0]","[0, 42, 44, 50, 34, 0]","[0, 55, 0]","[0, 59, 30, 22, 18, 3, 0]","[0, 21, 8, 63, 0]","[0, 31, 57, 66, 67, 26, 19, 0]","[0, 64, 14, 32, 54, 0]","[0, 52, 4, 29, 58, 0]","[0, 39, 51, 0]","[0, 9, 16, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
79.45,135.749,34.784,123.78399999999999,104.567,108.483,113.666,149.85000000000002,83.71600000000001,99.233,81.566,69.166,58.384,52.183,1294.581
"[0, 49, 45, 28, 15, 53, 0]","[0, 33, 40, 6, 47, 61, 62, 27, 0]","[0, 17, 0]","[0, 13, 12, 20, 5, 0]","[0, 34, 50, 44, 42, 0]","[0, 55, 0]","[0, 22, 59, 18, 30, 3, 0]","[0, 8, 63, 21, 0]","[0, 31, 57, 66, 26, 19, 67, 0]","[0, 54, 32, 64, 14, 0]","[0, 52, 29, 58, 4, 0]","[0, 51, 39, 0]","[0, 16, 37, 9, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.148,155.65099999999998,34.784,149.333,136.917,108.483,104.79899999999999,138.516,89.78399999999999,87.818,84.3,68.35,54.083,52.183,1350.149
"[0, 45, 49, 15, 28, 53, 0]","[0, 33, 47, 27, 62, 6, 61, 40, 0]","[0, 17, 0]","[0, 12, 5, 13, 20, 0]","[0, 42, 34, 44, 50, 0]","[0, 55, 0]","[0, 3, 30, 59, 18, 22, 0]","[0, 63, 21, 8, 0]","[0, 66, 57, 31, 67, 26, 19, 0]","[0, 14, 32, 54, 64, 0]","[0, 29, 52, 58, 4, 0]","[0, 39, 51, 0]","[0, 9, 16, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
83.666,146.96699999999998,34.784,152.3,109.96700000000001,108.483,91.149,148.567,82.38300000000001,88.234,86.318,68.35,58.384,52.833,1312.385
"[0, 15, 49, 45, 28, 53, 0]","[0, 33, 27, 6, 40, 61, 62, 47, 0]","[0, 17, 0]","[0, 13, 12, 5, 20, 0]","[0, 34, 42, 44, 50, 0]","[0, 55, 0]","[0, 30, 18, 22, 59, 3, 0]","[0, 21, 63, 8, 0]","[0, 19, 67, 57, 31, 66, 26, 0]","[0, 64, 14, 32, 54, 0]","[0, 58, 52, 4, 29, 0]","[0, 39, 51, 0]","[0, 16, 37, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
83.833,160.484,34.784,150.599,104.667,108.483,108.96600000000001,149.85000000000002,84.217,94.11699999999999,79.983,69.166,54.083,52.183,1335.415
"[0, 49, 28, 53, 45, 15, 0]","[0, 27, 6, 47, 33, 61, 40, 62, 0]","[0, 17, 0]","[0, 13, 5, 12, 20, 0]","[0, 42, 44, 50, 34, 0]","[0, 55, 0]","[0, 18, 59, 22, 30, 3, 0]","[0, 8, 63, 21, 0]","[0, 57, 19, 67, 26, 31, 66, 0]","[0, 14, 32, 64, 54, 0]","[0, 4, 52, 58, 29, 0]","[0, 51, 39, 0]","[0, 9, 16, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
74.70100000000001,178.817,34.784,151.833,109.96700000000001,108.483,93.2,150.666,71.683,87.818,81.566,69.166,58.384,52.833,1323.901
"[0, 28, 15, 53, 49, 45, 0]","[0, 47, 27, 6, 61, 62, 40, 33, 0]","[0, 17, 0]","[0, 20, 13, 5, 12, 0]","[0, 34, 42, 44, 50, 0]","[0, 55, 0]","[0, 22, 30, 3, 59, 18, 0]","[0, 21, 8, 63, 0]","[0, 67, 26, 31, 57, 66, 19, 0]","[0, 14, 32, 54, 64, 0]","[0, 52, 29, 58, 4, 0]","[0, 51, 39, 0]","[0, 16, 37, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
86.034,158.6,34.784,152.3,104.38300000000001,108.483,95.967,148.567,62.7,87.717,84.233,68.35,56.465999999999994,52.183,1300.7669999999998
"[0, 53, 15, 49, 45, 28, 0]","[0, 6, 47, 61, 62, 27, 40, 33, 0]","[0, 17, 0]","[0, 13, 12, 5, 20, 0]","[0, 34, 50, 42, 44, 0]","[0, 55, 0]","[0, 30, 22, 59, 3, 18, 0]","[0, 21, 63, 8, 0]","[0, 67, 19, 66, 57, 26, 31, 0]","[0, 54, 32, 14, 64, 0]","[0, 4, 29, 52, 58, 0]","[0, 39, 51, 0]","[0, 16, 9, 37, 0]","[0, 35, 69, 0]",
